Group;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
0;0.168350784;0.387156376;0.194669138;0.244427295;0.187496091;0.380260094;0.210324764;0.218498714;0.21011403;0.384199197;0.230435227;0.173220498;0.199223594;0.358074146;0.229336778;0.211041913;0.20375553;0.355137732;0.245687979;0.191894689
0;0.251693365;0.354861941;0.159110817;0.23234986;0.29146467;0.288633737;0.169079391;0.249217403;0.307030704;0.252262956;0.187161171;0.252094312;0.267740956;0.258329503;0.205171644;0.267061886;0.246797627;0.258172811;0.201778418;0.291652892
1;0.210479071;0.30701128;0.244651124;0.235133734;0.194982691;0.25039929;0.251165628;0.299303883;0.189620618;0.242662882;0.239971303;0.322600556;0.186443147;0.238572468;0.254356007;0.315607836;0.188080928;0.307310978;0.231212236;0.269103429
1;0.270098824;0.390904981;0.144434138;0.19216996;0.253315372;0.320205219;0.168155678;0.256031123;0.248258473;0.234282078;0.186889955;0.327733387;0.240498681;0.278205791;0.180464528;0.297691151;0.250250967;0.293770885;0.174224045;0.279138054
1;0.078544241;0.152134062;0.421462032;0.345370591;0.059657242;0.15986923;0.382708554;0.39461686;0.092229773;0.172719673;0.358665744;0.373621027;0.052716846;0.127056575;0.483830542;0.334582389;0.081867859;0.17789728;0.315434492;0.419790496
1;0.246035745;0.32747674;0.16586756;0.256680036;0.135822559;0.264547164;0.21241655;0.381658437;0.118530378;0.213681295;0.243831134;0.417509364;0.142000116;0.217591196;0.229020341;0.405019007;0.124118203;0.245430051;0.228246136;0.393637541
1;0.335134073;0.340457927;0.150254335;0.172211144;0.202403946;0.307098601;0.207143442;0.281395509;0.149778292;0.28973572;0.228691059;0.32973;0.166871235;0.317619597;0.2201719;0.293228335;0.208039013;0.325846094;0.189905657;0.274064723
1;0.163605958;0.303129479;0.283872187;0.244596784;0.152504734;0.259197675;0.271329566;0.310219086;0.163293374;0.258709725;0.24415058;0.32674685;0.171981196;0.259522812;0.263225292;0.297196842;0.142083575;0.268579875;0.27146342;0.311898941
1;0.224060605;0.351579482;0.181413831;0.23946204;0.250247605;0.340967053;0.171743;0.233855352;0.253726242;0.356713566;0.178650593;0.207456516;0.253974078;0.33428166;0.179011626;0.229660872;0.234807403;0.363157137;0.190780187;0.208153887
1;0.202453731;0.280617725;0.14680334;0.360925323;0.224938453;0.275344473;0.158892382;0.333648597;0.210607196;0.271223956;0.171428812;0.341219555;0.193851852;0.279238942;0.173665278;0.346152389;0.20441883;0.280650932;0.165294471;0.343830632
1;0.398123785;0.330808122;0.163563454;0.105517906;0.232972348;0.315625253;0.224884048;0.217686871;0.166666823;0.28604871;0.235470358;0.297625353;0.196949016;0.337655527;0.22578485;0.229664261;0.215304808;0.278037811;0.242178356;0.253239164
1;0.096196169;0.218077399;0.477258179;0.206565885;0.081359484;0.186892167;0.489744397;0.240139983;0.076780417;0.17439592;0.519350148;0.227336343;0.079968678;0.177884103;0.508718565;0.231301846;0.066089922;0.153358847;0.56294931;0.215548802
1;0.213323988;0.304625643;0.17826053;0.290429037;0.108713593;0.231493574;0.178789704;0.455773545;0.155831002;0.20764425;0.164391573;0.446724281;0.232279173;0.210234836;0.155656998;0.384062491;0.13185977;0.225314143;0.17844693;0.437135383
1;0.136630133;0.342281694;0.219634387;0.297731199;0.105297117;0.312410268;0.231235385;0.34804336;0.096623565;0.274623903;0.243154383;0.383312984;0.106415023;0.276406496;0.246794452;0.367741573;0.101495313;0.258251043;0.260357366;0.376898225
1;0.174561598;0.315096549;0.293673854;0.214293803;0.137841028;0.295892663;0.32922017;0.234967166;0.125695805;0.280086786;0.362722231;0.229414835;0.115963014;0.268167043;0.356567733;0.256662012;0.122243181;0.285459257;0.364949937;0.224826054
1;0.310430224;0.308103631;0.132017121;0.246836049;0.223893424;0.205889721;0.16463866;0.401867425;0.179746796;0.180623659;0.182117936;0.451717923;0.221400899;0.213157913;0.176529398;0.384624356;0.210877275;0.203592991;0.167026191;0.413629946
1;0.367301757;0.343527193;0.149957824;0.137080306;0.242537843;0.30466464;0.194063443;0.25542986;0.169264439;0.237955689;0.19637221;0.39013078;0.228426807;0.290312088;0.203747372;0.274053896;0.224685434;0.236650727;0.233099853;0.301690031
1;0.308091494;0.280051424;0.154319252;0.250850706;0.187118094;0.27551459;0.201295368;0.330717097;0.179880023;0.270601433;0.201212846;0.344381698;0.205946109;0.266574298;0.186389789;0.335267834;0.192735181;0.295051416;0.192825069;0.313833247
1;0.128135503;0.422455485;0.243230372;0.203861967;0.129090349;0.346847294;0.283921217;0.238244846;0.20950657;0.277368583;0.277703476;0.233649222;0.164267719;0.333366982;0.266711043;0.233160076;0.116065724;0.306758243;0.321659043;0.253258766
1;0.111742899;0.209218341;0.215140081;0.447504862;0.091943626;0.213678675;0.204079069;0.477885441;0.123279388;0.19953402;0.177551061;0.490224889;0.101843366;0.205853821;0.208818203;0.472262009;0.080276993;0.15032068;0.176818143;0.582770399
1;0.111533832;0.402785553;0.178922601;0.303635334;0.089509097;0.434288144;0.200668903;0.271704698;0.110721324;0.429148039;0.221652198;0.234536847;0.103937303;0.396155659;0.261252638;0.235989671;0.100097392;0.382226629;0.198074054;0.31283984
1;0.2055728;0.341935069;0.200398587;0.247656274;0.174751361;0.372272833;0.253339041;0.196576695;0.136178208;0.393410639;0.304483212;0.162826037;0.138313245;0.340757186;0.327429433;0.190703409;0.152578005;0.36500703;0.277751985;0.200543
1;0.236093831;0.374482828;0.178220552;0.204973357;0.238238233;0.382139455;0.169319239;0.205564257;0.236683248;0.380008637;0.167464047;0.211603073;0.246049448;0.381658669;0.168880018;0.19876271;0.196666318;0.396626229;0.187269702;0.214442062
1;0.127362201;0.31037475;0.213323763;0.337322032;0.142448219;0.346088954;0.236222283;0.267116125;0.210431254;0.329602862;0.228101525;0.226641638;0.127909831;0.314451669;0.247326286;0.30308238;0.135392061;0.298464254;0.286916387;0.271475378
1;0.065606811;0.189741006;0.308475073;0.43268585;0.071797827;0.213842116;0.304658704;0.405419009;0.065823173;0.180685212;0.346159102;0.402619387;0.050541583;0.160700628;0.32663158;0.457769457;0.047832929;0.166820497;0.40010643;0.381356404
1;0.217580695;0.352126924;0.183606301;0.243490263;0.193577277;0.410397966;0.170325108;0.222091404;0.197696709;0.429135111;0.167549673;0.201540557;0.191749054;0.379505113;0.19358761;0.232279483;0.246683368;0.406074444;0.151383087;0.192141363
1;0.1394634;0.477740223;0.181257051;0.199073643;0.164579072;0.482893188;0.172662054;0.178009143;0.174298197;0.498896158;0.163793965;0.160844664;0.169123286;0.512518351;0.155884228;0.160530107;0.168874158;0.467252021;0.169385025;0.19205348
1;0.176434425;0.207791481;0.193846491;0.41474174;0.211039229;0.207688167;0.180952811;0.387494837;0.25849667;0.214841122;0.174066436;0.338927786;0.19685207;0.195555404;0.212803452;0.380170911;0.197787486;0.195814788;0.190123231;0.40512838
1;0.121560667;0.20165615;0.362072983;0.310978468;0.119218233;0.219036499;0.371291142;0.287446262;0.141028919;0.208994771;0.39599166;0.250894122;0.108314171;0.181677837;0.403242997;0.30245018;0.100264671;0.168309165;0.485699047;0.242500669
1;0.283891446;0.316248979;0.180350475;0.217393852;0.310447582;0.317353884;0.171448097;0.199028743;0.431847074;0.334055952;0.109021732;0.124096652;0.303490919;0.331141634;0.155619037;0.208019702;0.290233868;0.318183602;0.161811033;0.228310532
1;0.146480868;0.270039184;0.196213968;0.377379662;0.162948688;0.32090384;0.186294263;0.322734765;0.199167794;0.364242192;0.19480668;0.237993333;0.174416812;0.307089485;0.212180826;0.299747388;0.15835032;0.299579813;0.211836522;0.32501561
1;0.204345382;0.278944904;0.277783238;0.236971329;0.169690035;0.226105955;0.296136299;0.306348623;0.162432074;0.206094229;0.306951933;0.323277307;0.16944108;0.192225152;0.322519203;0.314056927;0.150524834;0.185387526;0.300798344;0.361790009
2;0.451070339;0.25279591;0.115529496;0.178278946;0.336853029;0.229131948;0.157007297;0.273926315;0.26356015;0.244231117;0.186157405;0.302440422;0.298757546;0.238899059;0.172077349;0.286693592;0.343623336;0.236168855;0.156173132;0.260807645
2;0.322594831;0.202058085;0.282736059;0.189535176;0.180834208;0.12786754;0.347635711;0.335838502;0.137330647;0.127720344;0.352381287;0.373039852;0.157255778;0.115775856;0.410703454;0.308945749;0.237995005;0.158075916;0.294001282;0.304123981
2;0.103092876;0.130368079;0.10195721;0.644103931;0.076202483;0.103061688;0.12877385;0.674475488;0.062414138;0.124990178;0.183433412;0.609172264;0.081030215;0.12908571;0.151388518;0.617520323;0.06338449;0.114195525;0.161915052;0.634170527
2;0.341257116;0.318581007;0.184551799;0.15386983;0.199681496;0.273817245;0.254001539;0.269761085;0.187266541;0.238133025;0.26567417;0.304686343;0.247275738;0.27525456;0.230915541;0.244019673;0.208798772;0.25337313;0.273884391;0.261075458
2;0.173200004;0.224822948;0.248998204;0.342882677;0.112132579;0.142601706;0.279503902;0.450686759;0.129049551;0.163646858;0.24879558;0.445919318;0.135465725;0.189744668;0.23419431;0.42656157;0.145520075;0.166017438;0.259377558;0.416601273
2;0.131518003;0.303666186;0.348496242;0.213666345;0.107328299;0.211829458;0.408018534;0.267895214;0.100820187;0.181159727;0.44895801;0.262580502;0.101234849;0.215794376;0.426198103;0.252085564;0.084323928;0.184934865;0.512930085;0.214276766
2;0.34506495;0.29425444;0.168104084;0.188921157;0.17771389;0.265674928;0.210019773;0.339599667;0.168644371;0.257592267;0.208693478;0.357797207;0.197042521;0.262756784;0.216527589;0.317402795;0.196923429;0.274753203;0.200834882;0.320593234
2;0.448024688;0.309443333;0.115576637;0.123717858;0.312287849;0.28103378;0.163242977;0.237966432;0.219690075;0.25260646;0.194120634;0.327135012;0.269854836;0.284444758;0.182373956;0.258477802;0.272156083;0.287000321;0.191233875;0.243888635
2;0.210943335;0.201863544;0.098753548;0.437642087;0.17734383;0.182414902;0.16132308;0.445165462;0.182158161;0.200100555;0.203404316;0.396708785;0.184123022;0.181386124;0.15986388;0.439859589;0.175838607;0.199862741;0.156917288;0.431692935
2;0.172919073;0.271606329;0.234636863;0.31265936;0.121042094;0.236219129;0.215537296;0.413891282;0.130334898;0.23899637;0.229798839;0.389373093;0.150386299;0.266006877;0.230758605;0.34355099;0.12640971;0.228355847;0.243040442;0.391034322
2;0.321739202;0.342657862;0.170580072;0.162188692;0.301708006;0.339009519;0.174681412;0.181578679;0.269107402;0.359748825;0.165782835;0.20102096;0.273833311;0.350308169;0.164561491;0.208254047;0.265601507;0.34391168;0.192353054;0.194275388
2;0.211028925;0.312311459;0.19971862;0.270211252;0.131784679;0.430219701;0.242305598;0.190976014;0.11816856;0.463756694;0.257348012;0.157153847;0.130200319;0.386307422;0.275550967;0.203564993;0.115427542;0.41331655;0.268785068;0.197872431
2;0.306293574;0.320220796;0.223873739;0.147436413;0.236035455;0.292405566;0.281146672;0.188081505;0.235058045;0.285471794;0.27680858;0.200150745;0.253349696;0.288823787;0.268214243;0.187718262;0.192890956;0.240939128;0.333758012;0.230172571
2;0.243594715;0.224065225;0.179931306;0.34303673;0.281161883;0.253297655;0.184523861;0.276130818;0.367264773;0.257650957;0.166884715;0.205093112;0.304675212;0.243273328;0.188793013;0.258255291;0.26878481;0.236734761;0.19944116;0.289778808
2;0.171989765;0.229512111;0.206041069;0.385472625;0.205447234;0.219882444;0.211817219;0.357291448;0.215130984;0.18609354;0.220212274;0.372180767;0.172512289;0.16542145;0.242344678;0.413986082;0.176919314;0.218837943;0.230352215;0.368288775
2;0.215324099;0.277849826;0.230909912;0.271669823;0.14178732;0.24913674;0.287637985;0.318370535;0.178165575;0.252158621;0.286366906;0.281113422;0.145910114;0.258907611;0.279283796;0.312912243;0.140697078;0.226537535;0.324561427;0.305363168
2;0.221010851;0.230679784;0.177379381;0.365365019;0.209509679;0.222028868;0.174032199;0.39008695;0.198391102;0.248980633;0.174248981;0.373344263;0.181193948;0.223934498;0.181186909;0.408446449;0.162565064;0.250317709;0.195327458;0.386953708
2;0.136757962;0.205419468;0.403267896;0.250015154;0.102681986;0.199572319;0.445932503;0.246987063;0.112815381;0.209877286;0.493557607;0.180644429;0.109914155;0.198890208;0.430616319;0.25423571;0.069013906;0.158170693;0.62741159;0.14405416
2;0.400933273;0.263184513;0.109582812;0.221534793;0.377344664;0.307544742;0.112398846;0.198843632;0.498690292;0.281946668;0.08670854;0.130484144;0.368375866;0.30008338;0.123503587;0.204267431;0.330804655;0.286239775;0.136262791;0.2430405
2;0.138369373;0.212528781;0.454544896;0.191808086;0.089130662;0.232447193;0.551645808;0.12502697;0.093629942;0.248618141;0.55948795;0.097019876;0.095366815;0.216390081;0.58152663;0.10531027;0.090709093;0.210427392;0.598184807;0.099417337
3;0.271095102;0.318744923;0.178578878;0.226075842;0.193942565;0.244227279;0.215143377;0.339048863;0.16834439;0.203953854;0.232663867;0.387109588;0.184864363;0.230579206;0.209970856;0.3655633;0.201480039;0.243015334;0.235619047;0.31441536
3;0.408430551;0.274860685;0.117425375;0.195322108;0.295435867;0.250593738;0.158426489;0.291985758;0.22119971;0.2276031;0.167758369;0.377588778;0.27847508;0.234176325;0.164898409;0.318535332;0.259334541;0.255749828;0.168222067;0.312259464
3;0.501392707;0.279149138;0.105319286;0.112522115;0.374219952;0.266403243;0.153246193;0.203857461;0.228051908;0.29932065;0.194159934;0.275224303;0.344568097;0.288605592;0.148370238;0.215383737;0.343737899;0.30550423;0.165888884;0.182986293
3;0.414596802;0.312560955;0.15030062;0.120917203;0.247908486;0.252137414;0.227017182;0.267879005;0.215591569;0.227305543;0.223664357;0.325274251;0.312844906;0.246093904;0.21155905;0.225031386;0.244216865;0.24565589;0.238837485;0.266491444
3;0.207811247;0.267492028;0.163608289;0.356833989;0.212180073;0.207311916;0.201122255;0.375828883;0.24129893;0.209598803;0.188495498;0.356045608;0.191726898;0.221380222;0.190392524;0.391885899;0.21637136;0.204790133;0.210612004;0.3644013
3;0.15301744;0.163299368;0.419811525;0.252728456;0.077783663;0.085729699;0.487024333;0.334165068;0.069390246;0.086501791;0.47049256;0.35753138;0.081558113;0.086460449;0.461958123;0.354128493;0.094777065;0.124121846;0.42057809;0.346152801
3;0.496747921;0.224923126;0.17236656;0.104532761;0.216589322;0.185562235;0.38061546;0.214800292;0.116199741;0.116211612;0.545821663;0.218565577;0.168592592;0.19174154;0.41487553;0.222796682;0.085290999;0.123804894;0.569535942;0.218561507
3;0.442792413;0.303084345;0.110960641;0.140006063;0.310208688;0.307926554;0.14577904;0.231489141;0.195243242;0.312559189;0.171212008;0.313639402;0.291662458;0.316062417;0.15996551;0.226854777;0.273393472;0.303402589;0.158365555;0.25968241
3;0.180873586;0.256248359;0.251917692;0.303178387;0.100503171;0.227252255;0.272771875;0.387914773;0.08579411;0.246666225;0.286699058;0.370658149;0.088475687;0.220602914;0.295645077;0.383747934;0.115551684;0.247100282;0.282495003;0.346197372
3;0.158471675;0.310556048;0.359847072;0.16774425;0.121458058;0.274415995;0.429334582;0.170952901;0.158730588;0.249543141;0.435494224;0.152692298;0.109818245;0.26155897;0.44920185;0.175124896;0.123338124;0.253542849;0.465076452;0.155322597
3;0.29607949;0.243546068;0.124042971;0.301664207;0.237878832;0.21039526;0.182580936;0.341036585;0.239053418;0.194685987;0.202887327;0.347075696;0.2242288;0.209655833;0.179671681;0.360128191;0.231835284;0.197380317;0.194059185;0.349982072
3;0.289104918;0.249161081;0.23253885;0.222793509;0.144882114;0.213741627;0.250507867;0.376312146;0.112333034;0.208543012;0.260738048;0.401944447;0.155486201;0.226301217;0.271661072;0.334026645;0.125944049;0.21739168;0.289706228;0.353574991
3;0.274872091;0.306111472;0.209600943;0.2046662;0.157711128;0.261086635;0.255436627;0.317299099;0.185677506;0.270570496;0.274782613;0.263409985;0.15488612;0.260545629;0.246703067;0.329435572;0.172960672;0.285773456;0.334441163;0.202938735
3;0.274872091;0.306111472;0.209600943;0.2046662;0.157711128;0.261086635;0.255436627;0.317299099;0.185677506;0.270570496;0.274782613;0.263409985;0.15488612;0.260545629;0.246703067;0.329435572;0.172960672;0.285773456;0.334441163;0.202938735
3;0.160604764;0.280358248;0.164812371;0.384852769;0.18008301;0.270273134;0.198804314;0.343018155;0.211645843;0.296538868;0.208155865;0.278447709;0.16193453;0.259630715;0.223731497;0.346631789;0.165084219;0.265338483;0.224181828;0.338819459
3;0.217722475;0.280064513;0.233700322;0.263169496;0.222377796;0.366033191;0.26152308;0.147089715;0.191183913;0.403390588;0.279776498;0.122668189;0.153320374;0.36063943;0.317559773;0.164391551;0.180257861;0.357278179;0.297214482;0.161349901
3;0.258714698;0.286590505;0.17745239;0.269420146;0.28096707;0.271380762;0.175792232;0.264357252;0.337155958;0.284423764;0.152568268;0.220137551;0.26149284;0.286785813;0.174794179;0.270462736;0.255435991;0.276000924;0.182396448;0.278596208
3;0.295472525;0.077396817;0.077832038;0.167924699;0.260472744;0.08935315;0.095671281;0.141073999;0.294132556;0.226712059;0.191377954;0.169558601;0.192364074;0.201855;0.200887535;0.243940126;0.252218386;0.087515525;0.113146129;0.135918245
3;0.10533484;0.133473908;0.344742309;0.41131236;0.090645631;0.161830795;0.36300945;0.381082391;0.095023959;0.155157374;0.386226879;0.35925967;0.076991247;0.122218201;0.41154526;0.384958165;0.080378134;0.146791978;0.414559826;0.354148258
3;0.106959292;0.124100332;0.252015907;0.505059152;0.097320252;0.179960617;0.228149933;0.475038675;0.13096456;0.224650375;0.188895758;0.436289183;0.127310283;0.194734908;0.193371887;0.465147164;0.123034493;0.182751605;0.214122864;0.462927668
3;0.191475484;0.245423079;0.265289772;0.292832881;0.164824189;0.27488516;0.295201342;0.262654133;0.165388963;0.287914319;0.298849392;0.245545726;0.177196417;0.261271094;0.297402788;0.261720027;0.134708589;0.263259517;0.343704348;0.255792975
3;0.295203694;0.252790044;0.160298474;0.285175662;0.304428186;0.205192575;0.148264861;0.3342265;0.347220717;0.250005903;0.136119375;0.260519715;0.276668578;0.224017636;0.164892446;0.327376124;0.289490647;0.263805998;0.159135945;0.280620218
3;0.139611852;0.132322183;0.528027225;0.195495143;0.141998243;0.141059244;0.537183433;0.176266429;0.187868381;0.15840825;0.516167259;0.135565102;0.103224636;0.133265525;0.615592762;0.145599835;0.080409919;0.120407883;0.62737804;0.169280145
3;0.254926061;0.286713448;0.152818317;0.297171418;0.334737963;0.310427148;0.142527176;0.207810998;0.451068008;0.295948509;0.109541079;0.141205459;0.289711735;0.326392783;0.155885987;0.223889483;0.29905994;0.31352975;0.16121058;0.222209246
3;0.108934269;0.14707832;0.345371643;0.390402132;0.149595785;0.229913006;0.432547167;0.184979404;0.173160183;0.256854041;0.481459499;0.087564404;0.115149035;0.205551616;0.552664376;0.125184435;0.118941337;0.208624196;0.521165913;0.147981786
3;0.26132618;0.252184996;0.232811558;0.251429965;0.173432269;0.204476318;0.30109343;0.319322495;0.154134571;0.199369764;0.309906633;0.335210148;0.17481649;0.202593019;0.303347224;0.317351835;0.16409637;0.17632092;0.292767061;0.365526689
4;0.230316192;0.30783366;0.221067835;0.235281675;0.18340479;0.237588716;0.254430701;0.317052656;0.195364767;0.208258999;0.257676782;0.330967536;0.172682821;0.228466506;0.254104505;0.336487279;0.179929473;0.243446695;0.277681106;0.293062084
4;0.41248369;0.233225122;0.097061104;0.248847086;0.26332557;0.231890372;0.14093249;0.355832622;0.164400688;0.187059194;0.147278719;0.488044887;0.230106974;0.222460746;0.143289759;0.395219968;0.229329155;0.219411052;0.149110793;0.394080054
4;0.13637903;0.222560748;0.258514554;0.370014411;0.069704213;0.152588495;0.265799846;0.494483689;0.074405039;0.143617551;0.328352415;0.440778781;0.084234423;0.152920087;0.302508675;0.447403185;0.078794267;0.152160107;0.389460291;0.369229145
4;0.409713653;0.294650624;0.125854576;0.166634579;0.254174814;0.25924818;0.183571354;0.297586079;0.203848148;0.266198705;0.200175114;0.323816016;0.239887808;0.2723036;0.194036616;0.288794355;0.25102386;0.2952532;0.178874231;0.27025403
4;0.37882859;0.328964968;0.154940024;0.135130517;0.249664032;0.254870082;0.21594587;0.273968725;0.212919964;0.219689117;0.226206112;0.333826236;0.237246149;0.267979446;0.222847437;0.267014623;0.246713188;0.23745777;0.236647898;0.273433182
4;0.240220055;0.239712273;0.154295836;0.360970193;0.16128045;0.199091066;0.199744872;0.434759187;0.161405331;0.195406464;0.192516089;0.443792918;0.164403302;0.208524534;0.196675446;0.42510935;0.152784774;0.192106698;0.190951371;0.457742446
