Group;DeltaOz;ThetaOz;AlphaOz;BetaOz;DeltaO1O2;ThetaO1O2;AlphaO1O2;BetaO1O2;DeltaPO;ThetaPO;AlphaPO;BetaPO;DeltaPOL;ThetaPOL;AlphaPOL;BetaPOL;DeltaPOR;ThetaPOR;AlphaPOR;BetaPOR
4;0.171526924;0.142555149;0.336535579;0.340235648;0.060645347;0.084768889;0.412253749;0.429615978;0.053383811;0.080887901;0.415497994;0.437030935;0.084902072;0.097508401;0.378565233;0.423777343;0.067221143;0.0857424;0.391446147;0.444079711
4;0.435396151;0.19568307;0.239522345;0.127703671;0.189216614;0.154470279;0.433311677;0.219238555;0.109668406;0.136648896;0.521291651;0.228262739;0.155508046;0.150368871;0.471888457;0.218587465;0.108779461;0.13569347;0.532916727;0.219220271
4;0.424632619;0.303586284;0.114831152;0.153411764;0.286783318;0.269496769;0.154737351;0.282896315;0.228909893;0.242790441;0.164138732;0.35592253;0.280329684;0.264972504;0.164359366;0.284095609;0.302409723;0.251681364;0.156537602;0.283294394
4;0.192280481;0.20166254;0.287802138;0.313811279;0.093629824;0.152883692;0.32238687;0.422950645;0.084034185;0.157319019;0.332736012;0.417982419;0.085175379;0.15710716;0.347784435;0.40233988;0.09461116;0.146059158;0.329069636;0.423059276
4;0.142842662;0.300284963;0.357865501;0.194135795;0.124786025;0.277572022;0.410565298;0.183559632;0.168823743;0.280901151;0.38676388;0.160773151;0.118458794;0.266133161;0.420035442;0.190808285;0.130941202;0.288155915;0.399089497;0.178744759
4;0.278584361;0.199226202;0.092355944;0.400109683;0.195709412;0.193549197;0.158955188;0.427717878;0.192099077;0.207609545;0.199821458;0.386063334;0.189058243;0.188499321;0.155763874;0.443002581;0.186116205;0.203382156;0.16308438;0.424426761
4;0.195803146;0.244782041;0.351088288;0.203977757;0.128103083;0.185706404;0.410304092;0.269055114;0.157976317;0.186779051;0.435760121;0.21455095;0.141068861;0.197767853;0.400478447;0.254708958;0.118038122;0.174171236;0.507068143;0.196655389
4;0.232057392;0.21232002;0.148548365;0.398017379;0.169488599;0.232741745;0.174280896;0.416917656;0.225208685;0.25690526;0.155041556;0.359236856;0.171620286;0.234197944;0.175580067;0.412741836;0.130688967;0.196391963;0.179667358;0.486738345
4;0.183686246;0.241713032;0.192270532;0.373477265;0.201294238;0.244117579;0.186579198;0.358724435;0.28077152;0.252290102;0.173185727;0.286972154;0.195034519;0.239204804;0.194281987;0.361961613;0.183592799;0.210678734;0.204268047;0.391456342
4;0.210451584;0.222427262;0.192170525;0.365988958;0.210464417;0.259520603;0.262098363;0.262962344;0.208940706;0.269558383;0.306704476;0.211506852;0.178440596;0.216793789;0.305977055;0.293166535;0.179416815;0.250278141;0.303127819;0.261952282
4;0.328653751;0.274473395;0.176816902;0.214488443;0.269310766;0.258945507;0.178643628;0.286394415;0.311605986;0.256008281;0.168973248;0.258835804;0.289335187;0.264864761;0.182044472;0.25777833;0.231698511;0.235255368;0.200708758;0.327017067
4;0.199272275;0.167391838;0.356864989;0.269779771;0.178447102;0.148867733;0.471953328;0.196787502;0.247195766;0.156079572;0.445197213;0.148990081;0.178552748;0.142907418;0.472543853;0.202501666;0.141380295;0.113670049;0.552973665;0.188659257
4;0.094219455;0.142005921;0.289952518;0.4633401;0.127098234;0.139111896;0.336022533;0.392005635;0.150826216;0.148830132;0.349724571;0.345443353;0.100647185;0.121983939;0.351405662;0.419734546;0.102305683;0.129813899;0.390475155;0.37173224
4;0.163045811;0.164285541;0.227151609;0.432826182;0.106476223;0.165279866;0.210122638;0.504015072;0.110223113;0.17040079;0.173871846;0.52952213;0.124489678;0.178648093;0.188570695;0.494492386;0.104457645;0.151995148;0.203421765;0.524841895
4;0.084868278;0.136350531;0.401826548;0.367034297;0.090113383;0.142437909;0.403146866;0.353167119;0.118964175;0.183543445;0.365066332;0.322642642;0.102873556;0.149150051;0.383775821;0.354627383;0.083171374;0.154174966;0.408982094;0.342708804
4;0.259739015;0.278245662;0.178955027;0.27759969;0.248228251;0.230148737;0.160026394;0.352605842;0.318747153;0.199037656;0.172620712;0.304302954;0.293915256;0.205496084;0.151515226;0.344555858;0.250338448;0.161582587;0.229235881;0.352543001
4;0.125050875;0.164517973;0.49952685;0.206748317;0.087295467;0.144213985;0.575156286;0.190405447;0.119045578;0.15823717;0.563031163;0.157788615;0.08151063;0.14767541;0.574014508;0.19384264;0.065614742;0.12317606;0.638540576;0.170711132
4;0.294287839;0.246031113;0.158625222;0.292736114;0.297025721;0.303765295;0.159449268;0.235370476;0.396745536;0.301599583;0.124198051;0.175139939;0.277594324;0.295654607;0.167245228;0.255160224;0.266022064;0.270999498;0.170176633;0.289127459
4;0.122970067;0.12837008;0.348725149;0.389841316;0.165592672;0.195866491;0.434469367;0.199957124;0.202673412;0.237628333;0.448380036;0.109851297;0.142471337;0.180168965;0.510972384;0.163201181;0.127715075;0.183156018;0.510326338;0.175233948
4;0.266947575;0.246148671;0.247802045;0.236591832;0.22957765;0.22147725;0.307590153;0.239734013;0.218872913;0.217111036;0.324072212;0.238713809;0.217961169;0.197635361;0.321229113;0.261512446;0.179357883;0.199764175;0.326943387;0.292658656
